customer_id,invoice_month,mrr
CUST_00007,2024-04,101.38
CUST_00007,2024-05,112.19
CUST_00007,2024-06,89.07
CUST_00008,2024-02,925.26
CUST_00008,2024-03,926.97
CUST_00008,2024-04,1108.19
CUST_00008,2024-05,1115.23
CUST_00008,2024-06,1039.56
CUST_00009,2022-01,906.91
CUST_00009,2022-02,749.7
CUST_00009,2022-03,895.7
CUST_00009,2022-04,1015.93
CUST_00009,2022-05,963.33
CUST_00009,2022-06,974.34
CUST_00009,2022-07,1099.05
CUST_00009,2022-08,1105.47
CUST_00009,2022-09,1166.63
CUST_00009,2022-10,904.93
CUST_00009,2022-11,1043.13
CUST_00009,2022-12,885.83
CUST_00009,2023-01,903.51
CUST_00009,2023-02,1154.18
CUST_00009,2023-03,1150.86
CUST_00009,2023-04,1101.45
CUST_00009,2023-05,993.11
CUST_00009,2023-06,897.52
CUST_00009,2023-07,1121.52
CUST_00009,2023-08,977.7
CUST_00009,2023-09,1050.93
CUST_00009,2023-10,929.67
CUST_00009,2023-11,1024.53
CUST_00009,2023-12,848.93
CUST_00009,2024-01,939.95
CUST_00009,2024-02,1032.08
CUST_00009,2024-03,758.5
CUST_00009,2024-04,678.58
CUST_00009,2024-05,919.25
CUST_00009,2024-06,974.32
CUST_00010,2021-06,108.7
CUST_00010,2021-07,86.92
CUST_00010,2021-08,94.29
CUST_00010,2021-09,90.99
CUST_00010,2021-10,95.73
CUST_00010,2021-11,88.28
CUST_00010,2021-12,95.26
CUST_00010,2022-01,108.83
CUST_00010,2022-02,88.31
CUST_00010,2022-03,99.73
CUST_00010,2022-04,100.66
CUST_00010,2022-05,108.64
CUST_00010,2022-06,137.59
CUST_00010,2022-07,92.25
CUST_00010,2022-08,135.27
CUST_00010,2022-09,84.58
CUST_00010,2022-10,72.83
CUST_00010,2022-11,78.54
CUST_00010,2022-12,102.3
CUST_00010,2023-01,120.88
CUST_00010,2023-02,90.63
CUST_00010,2023-03,98.83
CUST_00010,2023-04,85.54
CUST_00010,2023-05,133.96
CUST_00010,2023-06,98.42
CUST_00010,2023-07,88.78
CUST_00010,2023-08,81.26
CUST_00010,2023-09,124.71
CUST_00010,2023-10,96.46
CUST_00010,2023-11,116.93
CUST_00010,2023-12,101.77
CUST_00010,2024-01,93.74
CUST_00010,2024-02,92.04
CUST_00010,2024-03,104.99
CUST_00010,2024-04,98.09
CUST_00010,2024-05,108.66
CUST_00010,2024-06,59.83
CUST_00011,2023-01,121.63
CUST_00011,2023-02,112.63
CUST_00011,2023-03,104.25
CUST_00011,2023-04,138.63
CUST_00011,2023-05,127.86
CUST_00011,2023-06,111.1
CUST_00011,2023-07,118.69
CUST_00011,2023-08,114.96
CUST_00011,2023-09,75.42
CUST_00011,2023-10,85.7
CUST_00011,2023-11,90.47
CUST_00011,2023-12,117.02
CUST_00011,2024-01,84.98
CUST_00011,2024-02,76.27
CUST_00011,2024-03,102.98
CUST_00011,2024-04,73.94
CUST_00011,2024-05,95.09
CUST_00011,2024-06,91.28
CUST_00012,2021-05,232.33
CUST_00012,2021-06,297.88
CUST_00012,2021-07,307.6
CUST_00012,2021-08,272.91
CUST_00012,2021-09,261.36
CUST_00012,2021-10,262.17
CUST_00012,2021-11,254.64
CUST_00012,2021-12,357.18
CUST_00012,2022-01,303.58
CUST_00012,2022-02,272.94
CUST_00012,2022-03,281.66
CUST_00012,2022-04,297.07
CUST_00012,2022-05,262.56
CUST_00012,2022-06,274.83
CUST_00012,2022-07,274.1
CUST_00012,2022-08,237.84
CUST_00012,2022-09,369.52
CUST_00012,2022-10,260.9
CUST_00012,2022-11,282.25
CUST_00012,2022-12,293.64
CUST_00012,2023-01,256.5
CUST_00012,2023-02,262.13
CUST_00012,2023-03,215.8
CUST_00012,2023-04,267.56
CUST_00012,2023-05,258.13
CUST_00012,2023-06,388.0
CUST_00012,2023-07,341.26
CUST_00012,2023-08,303.36
CUST_00012,2023-09,265.22
CUST_00012,2023-10,228.38
CUST_00012,2023-11,289.21
CUST_00012,2023-12,342.12
CUST_00012,2024-01,403.03
CUST_00012,2024-02,238.43
CUST_00012,2024-03,289.68
CUST_00012,2024-04,268.06
CUST_00012,2024-05,275.78
CUST_00012,2024-06,300.29
CUST_00013,2023-02,268.78
CUST_00013,2023-03,263.85
CUST_00013,2023-04,264.6
CUST_00013,2023-05,270.93
CUST_00013,2023-06,336.56
CUST_00013,2023-07,304.2
CUST_00013,2023-08,332.47
CUST_00013,2023-09,268.95
CUST_00013,2023-10,324.97
CUST_00013,2023-11,230.38
CUST_00013,2023-12,302.27
CUST_00013,2024-01,325.6
CUST_00013,2024-02,232.85
CUST_00013,2024-03,215.61
CUST_00013,2024-04,297.48
CUST_00013,2024-05,345.26
CUST_00013,2024-06,220.82
CUST_00014,2022-10,323.45
CUST_00014,2022-11,370.3
CUST_00014,2022-12,329.34
CUST_00014,2023-01,294.68
CUST_00014,2023-02,320.5
CUST_00014,2023-03,269.91
CUST_00014,2023-04,273.28
CUST_00014,2023-05,295.52
CUST_00014,2023-06,311.55
CUST_00014,2023-07,249.95
CUST_00014,2023-08,318.88
CUST_00014,2023-09,280.93
CUST_00014,2023-10,271.73
CUST_00014,2023-11,287.9
CUST_00014,2023-12,219.87
CUST_00014,2024-01,204.04
CUST_00014,2024-02,297.15
CUST_00014,2024-03,310.78
CUST_00014,2024-04,308.41
CUST_00014,2024-05,215.84
CUST_00014,2024-06,212.33
CUST_00015,2022-10,120.47
CUST_00015,2022-11,112.8
CUST_00015,2022-12,142.06
CUST_00015,2023-01,89.89
CUST_00015,2023-02,89.59
CUST_00015,2023-03,82.15
CUST_00015,2023-04,76.74
CUST_00015,2023-05,111.78
CUST_00015,2023-06,95.17
CUST_00015,2023-07,98.05
CUST_00015,2023-08,81.98
CUST_00015,2023-09,90.48
CUST_00015,2023-10,87.62
CUST_00015,2023-11,92.56
CUST_00015,2023-12,129.65
CUST_00015,2024-01,75.44
CUST_00015,2024-02,128.38
CUST_00015,2024-03,103.3
CUST_00015,2024-04,84.74
CUST_00015,2024-05,102.6
CUST_00015,2024-06,114.61
CUST_00016,2022-10,909.36
CUST_00016,2022-11,1058.22
CUST_00016,2022-12,1213.81
CUST_00016,2023-01,943.81
CUST_00016,2023-02,891.99
CUST_00016,2023-03,987.42
CUST_00016,2023-04,1006.62
CUST_00016,2023-05,1138.16
CUST_00016,2023-06,884.93
CUST_00016,2023-07,944.16
CUST_00016,2023-08,885.12
CUST_00016,2023-09,740.94
CUST_00016,2023-10,858.11
CUST_00016,2023-11,769.26
CUST_00016,2023-12,964.77
CUST_00016,2024-01,830.88
CUST_00016,2024-02,654.26
CUST_00016,2024-03,991.14
CUST_00016,2024-04,1242.3
CUST_00016,2024-05,1030.72
CUST_00016,2024-06,866.82
CUST_00017,2021-10,879.75
CUST_00017,2021-11,1356.1
CUST_00017,2021-12,1008.62
CUST_00017,2022-01,1020.08
CUST_00017,2022-02,880.88
CUST_00017,2022-03,995.73
CUST_00017,2022-04,931.59
CUST_00017,2022-05,969.14
CUST_00017,2022-06,1076.4
CUST_00017,2022-07,1041.01
CUST_00017,2022-08,620.62
CUST_00017,2022-09,845.19
CUST_00017,2022-10,909.06
CUST_00017,2022-11,1112.98
CUST_00017,2022-12,1160.9
CUST_00017,2023-01,867.66
CUST_00017,2023-02,781.61
CUST_00017,2023-03,845.63
CUST_00017,2023-04,1056.8
CUST_00017,2023-05,972.82
CUST_00017,2023-06,958.62
CUST_00017,2023-07,958.33
CUST_00017,2023-08,1145.16
CUST_00017,2023-09,1067.82
CUST_00017,2023-10,958.43
CUST_00017,2023-11,934.28
CUST_00017,2023-12,863.66
CUST_00017,2024-01,935.86
CUST_00017,2024-02,1131.81
CUST_00017,2024-03,830.03
CUST_00017,2024-04,1073.45
CUST_00017,2024-05,776.1
CUST_00017,2024-06,1229.04
CUST_00018,2024-04,279.22
CUST_00018,2024-05,317.32
CUST_00018,2024-06,303.42
CUST_00019,2021-10,86.83
CUST_00019,2021-11,105.01
CUST_00019,2021-12,59.34
CUST_00019,2022-01,106.41
CUST_00019,2022-02,96.56
CUST_00019,2022-03,86.48
CUST_00019,2022-04,83.01
CUST_00019,2022-05,99.69
CUST_00019,2022-06,86.03
CUST_00019,2022-07,112.59
CUST_00019,2022-08,101.38
CUST_00019,2022-09,83.1
CUST_00019,2022-10,116.37
CUST_00019,2022-11,75.3
CUST_00019,2022-12,77.18
CUST_00019,2023-01,102.82
CUST_00019,2023-02,89.82
CUST_00019,2023-03,88.21
CUST_00019,2023-04,70.85
CUST_00019,2023-05,86.18
CUST_00019,2023-06,104.14
CUST_00019,2023-07,108.93
CUST_00019,2023-08,98.93
CUST_00019,2023-09,90.77
CUST_00019,2023-10,101.8
CUST_00019,2023-11,102.32
CUST_00019,2023-12,76.36
CUST_00019,2024-01,90.33
CUST_00019,2024-02,102.78
CUST_00019,2024-03,113.08
CUST_00019,2024-04,83.65
CUST_00019,2024-05,96.56
CUST_00019,2024-06,66.73
CUST_00020,2021-11,94.75
CUST_00020,2021-12,109.08
CUST_00020,2022-01,107.88
CUST_00020,2022-02,110.08
CUST_00020,2022-03,109.69
CUST_00020,2022-04,105.95
CUST_00020,2022-05,102.4
CUST_00020,2022-06,102.81
CUST_00020,2022-07,88.42
CUST_00020,2022-08,120.65
CUST_00020,2022-09,102.03
CUST_00020,2022-10,101.79
CUST_00020,2022-11,109.33
CUST_00020,2022-12,92.59
CUST_00020,2023-01,88.52
CUST_00020,2023-02,96.48
CUST_00020,2023-03,115.17
CUST_00020,2023-04,84.72
CUST_00020,2023-05,121.19
CUST_00020,2023-06,92.9
CUST_00020,2023-07,100.38
CUST_00020,2023-08,97.54
CUST_00020,2023-09,104.62
CUST_00020,2023-10,107.23
CUST_00020,2023-11,82.27
CUST_00020,2023-12,123.58
CUST_00020,2024-01,91.81
CUST_00020,2024-02,112.94
CUST_00020,2024-03,73.2
CUST_00020,2024-04,74.22
CUST_00020,2024-05,80.58
CUST_00020,2024-06,83.41
CUST_00021,2023-08,97.33
CUST_00021,2023-09,93.91
CUST_00021,2023-10,119.2
CUST_00021,2023-11,95.55
CUST_00021,2023-12,88.57
CUST_00021,2024-01,91.94
CUST_00021,2024-02,102.58
CUST_00021,2024-03,106.72
CUST_00021,2024-04,87.17
CUST_00021,2024-05,88.28
CUST_00021,2024-06,85.55
CUST_00022,2021-08,1156.9
CUST_00022,2021-09,949.3
CUST_00022,2021-10,929.41
CUST_00022,2021-11,932.18
CUST_00022,2021-12,1078.2
CUST_00022,2022-01,1198.77
CUST_00022,2022-02,1243.02
CUST_00022,2022-03,745.65
CUST_00022,2022-04,958.14
CUST_00022,2022-05,1035.42
CUST_00022,2022-06,1040.42
CUST_00022,2022-07,976.74
CUST_00022,2022-08,814.81
CUST_00022,2022-09,990.85
CUST_00022,2022-10,1236.25
CUST_00022,2022-11,942.35
CUST_00022,2022-12,1026.14
CUST_00022,2023-01,1356.12
CUST_00022,2023-02,935.82
CUST_00022,2023-03,1081.85
CUST_00022,2023-04,1125.56
CUST_00022,2023-05,968.29
CUST_00022,2023-06,1144.83
CUST_00022,2023-07,1104.34
CUST_00022,2023-08,1063.5
CUST_00022,2023-09,1175.81
CUST_00022,2023-10,1083.68
CUST_00022,2023-11,977.52
CUST_00022,2023-12,1019.18
CUST_00022,2024-01,1047.51
CUST_00022,2024-02,953.02
CUST_00022,2024-03,1023.49
CUST_00022,2024-04,901.96
CUST_00022,2024-05,1082.25
CUST_00022,2024-06,1291.17
CUST_00023,2021-08,107.4
CUST_00023,2021-09,123.85
CUST_00023,2021-10,94.03
CUST_00023,2021-11,106.18
CUST_00023,2021-12,90.6
CUST_00023,2022-01,104.01
CUST_00023,2022-02,99.45
CUST_00023,2022-03,81.31
CUST_00023,2022-04,84.26
CUST_00023,2022-05,100.01
CUST_00023,2022-06,127.04
CUST_00023,2022-07,87.74
CUST_00023,2022-08,76.31
CUST_00023,2022-09,66.72
CUST_00023,2022-10,80.76
CUST_00023,2022-11,100.71
CUST_00023,2022-12,86.21
CUST_00023,2023-01,98.41
CUST_00023,2023-02,108.34
CUST_00023,2023-03,98.92
CUST_00023,2023-04,75.23
CUST_00023,2023-05,88.33
CUST_00023,2023-06,92.61
CUST_00023,2023-07,99.68
CUST_00023,2023-08,85.7
CUST_00023,2023-09,122.67
CUST_00023,2023-10,106.93
CUST_00023,2023-11,109.47
CUST_00023,2023-12,105.33
CUST_00023,2024-01,116.17
CUST_00023,2024-02,94.44
CUST_00023,2024-03,87.94
CUST_00023,2024-04,86.45
CUST_00023,2024-05,103.7
CUST_00023,2024-06,98.61
CUST_00024,2022-06,73.89
CUST_00024,2022-07,87.71
CUST_00024,2022-08,70.29
CUST_00024,2022-09,93.51
CUST_00024,2022-10,66.74
CUST_00024,2022-11,114.18
CUST_00024,2022-12,80.74
CUST_00024,2023-01,83.05
CUST_00024,2023-02,92.84
CUST_00024,2023-03,80.1
CUST_00024,2023-04,76.71
CUST_00024,2023-05,94.04
CUST_00024,2023-06,89.62
CUST_00024,2023-07,81.66
CUST_00024,2023-08,85.16
CUST_00024,2023-09,77.27
CUST_00024,2023-10,96.81
CUST_00024,2023-11,70.04
CUST_00024,2023-12,103.92
CUST_00024,2024-01,117.44
CUST_00024,2024-02,106.28
CUST_00024,2024-03,101.98
CUST_00024,2024-04,93.55
CUST_00024,2024-05,89.3
CUST_00024,2024-06,112.04
CUST_00025,2022-09,363.85
CUST_00025,2022-10,309.43
CUST_00025,2022-11,383.75
CUST_00025,2022-12,303.61
CUST_00025,2023-01,274.88
CUST_00025,2023-02,275.26
CUST_00025,2023-03,259.98
CUST_00025,2023-04,274.33
CUST_00025,2023-05,384.73
CUST_00025,2023-06,291.77
CUST_00025,2023-07,297.7
CUST_00025,2023-08,306.23
CUST_00025,2023-09,291.36
CUST_00025,2023-10,235.07
CUST_00025,2023-11,221.25
CUST_00025,2023-12,377.33
CUST_00025,2024-01,246.9
CUST_00025,2024-02,281.68
CUST_00025,2024-03,355.52
CUST_00025,2024-04,296.5
CUST_00025,2024-05,333.86
CUST_00025,2024-06,209.83
CUST_00026,2021-11,113.29
CUST_00026,2021-12,118.09
CUST_00026,2022-01,103.41
CUST_00026,2022-02,100.32
CUST_00026,2022-03,96.09
CUST_00026,2022-04,121.75
CUST_00026,2022-05,109.74
CUST_00026,2022-06,65.51
CUST_00026,2022-07,88.61
CUST_00026,2022-08,81.28
CUST_00026,2022-09,84.26
CUST_00026,2022-10,114.14
CUST_00026,2022-11,95.67
CUST_00026,2022-12,91.87
CUST_00026,2023-01,88.67
CUST_00026,2023-02,67.97
CUST_00026,2023-03,79.56
CUST_00026,2023-04,94.91
CUST_00026,2023-05,80.39
CUST_00026,2023-06,96.31
CUST_00026,2023-07,97.78
CUST_00026,2023-08,138.24
CUST_00026,2023-09,112.6
CUST_00026,2023-10,78.98
CUST_00026,2023-11,88.42
CUST_00026,2023-12,102.81
CUST_00026,2024-01,108.66
CUST_00026,2024-02,88.09
CUST_00026,2024-03,113.13
CUST_00026,2024-04,104.44
CUST_00026,2024-05,131.82
CUST_00026,2024-06,83.03
CUST_00027,2022-10,315.08
CUST_00027,2022-11,257.55
CUST_00027,2022-12,275.97
CUST_00027,2023-01,395.21
CUST_00027,2023-02,310.62
CUST_00027,2023-03,323.91
CUST_00027,2023-04,432.47
CUST_00027,2023-05,297.13
CUST_00027,2023-06,350.09
CUST_00027,2023-07,322.97
CUST_00027,2023-08,378.08
CUST_00027,2023-09,253.34
CUST_00027,2023-10,299.84
CUST_00027,2023-11,316.94
CUST_00027,2023-12,307.74
CUST_00027,2024-01,319.09
CUST_00027,2024-02,360.48
CUST_00027,2024-03,251.34
CUST_00027,2024-04,289.13
CUST_00027,2024-05,363.73
CUST_00027,2024-06,260.62
CUST_00028,2022-09,88.11
CUST_00028,2022-10,124.64
CUST_00028,2022-11,86.68
CUST_00028,2022-12,69.78
CUST_00028,2023-01,76.91
CUST_00028,2023-02,127.84
CUST_00028,2023-03,114.83
CUST_00028,2023-04,114.9
CUST_00028,2023-05,94.08
CUST_00028,2023-06,81.18
CUST_00028,2023-07,77.68
CUST_00028,2023-08,112.48
CUST_00028,2023-09,109.92
CUST_00028,2023-10,108.37
CUST_00028,2023-11,107.54
CUST_00028,2023-12,70.62
CUST_00028,2024-01,73.99
CUST_00028,2024-02,88.39
CUST_00028,2024-03,84.29
CUST_00028,2024-04,115.78
CUST_00028,2024-05,75.95
CUST_00028,2024-06,82.25
CUST_00029,2023-09,290.9
CUST_00029,2023-10,305.85
CUST_00029,2023-11,216.76
CUST_00029,2023-12,240.08
CUST_00029,2024-01,319.26
CUST_00029,2024-02,243.72
CUST_00029,2024-03,294.58
CUST_00029,2024-04,307.73
CUST_00029,2024-05,328.23
CUST_00029,2024-06,270.23
CUST_00030,2023-09,215.85
CUST_00030,2023-10,250.91
CUST_00030,2023-11,267.23
CUST_00030,2023-12,287.74
CUST_00030,2024-01,356.5
CUST_00030,2024-02,264.65
CUST_00030,2024-03,409.17
CUST_00030,2024-04,325.99
CUST_00030,2024-05,251.28
CUST_00030,2024-06,302.04
CUST_00031,2022-03,292.95
CUST_00031,2022-04,275.96
CUST_00031,2022-05,194.74
CUST_00031,2022-06,264.33
CUST_00031,2022-07,384.52
CUST_00031,2022-08,323.38
CUST_00031,2022-09,339.77
CUST_00031,2022-10,271.28
CUST_00031,2022-11,255.33
CUST_00031,2022-12,266.59
CUST_00031,2023-01,269.39
CUST_00031,2023-02,313.47
CUST_00031,2023-03,238.27
CUST_00031,2023-04,220.04
CUST_00031,2023-05,286.15
CUST_00031,2023-06,383.92
CUST_00031,2023-07,282.6
CUST_00031,2023-08,289.68
CUST_00031,2023-09,304.33
CUST_00031,2023-10,302.66
CUST_00031,2023-11,241.37
CUST_00031,2023-12,215.54
CUST_00031,2024-01,362.87
CUST_00031,2024-02,258.74
CUST_00031,2024-03,289.41
CUST_00031,2024-04,322.99
CUST_00031,2024-05,275.99
CUST_00031,2024-06,304.02
CUST_00032,2023-03,288.71
CUST_00032,2023-04,295.08
CUST_00032,2023-05,343.17
CUST_00032,2023-06,261.62
CUST_00032,2023-07,249.25
CUST_00032,2023-08,225.98
CUST_00032,2023-09,289.94
CUST_00032,2023-10,289.03
CUST_00032,2023-11,434.56
CUST_00032,2023-12,301.5
CUST_00032,2024-01,298.38
CUST_00032,2024-02,314.14
CUST_00032,2024-03,311.83
CUST_00032,2024-04,287.99
CUST_00032,2024-05,268.9
CUST_00032,2024-06,301.68
CUST_00033,2021-09,301.82
CUST_00033,2021-10,298.94
CUST_00033,2021-11,340.67
CUST_00033,2021-12,298.45
CUST_00033,2022-01,242.05
CUST_00033,2022-02,214.5
CUST_00033,2022-03,258.37
CUST_00033,2022-04,306.21
CUST_00033,2022-05,323.05
CUST_00033,2022-06,301.3
CUST_00033,2022-07,174.7
CUST_00033,2022-08,225.52
CUST_00033,2022-09,328.66
CUST_00033,2022-10,285.16
CUST_00033,2022-11,378.87
CUST_00033,2022-12,310.58
CUST_00033,2023-01,281.65
CUST_00033,2023-02,247.18
CUST_00033,2023-03,281.36
CUST_00033,2023-04,309.43
CUST_00033,2023-05,300.29
CUST_00033,2023-06,310.54
CUST_00033,2023-07,190.85
CUST_00033,2023-08,242.25
CUST_00033,2023-09,288.23
CUST_00033,2023-10,326.99
CUST_00033,2023-11,297.15
CUST_00033,2023-12,242.48
CUST_00033,2024-01,180.28
CUST_00033,2024-02,275.83
CUST_00033,2024-03,314.25
CUST_00033,2024-04,294.41
CUST_00033,2024-05,326.62
CUST_00033,2024-06,318.38
CUST_00034,2024-04,86.9
CUST_00034,2024-05,85.5
CUST_00034,2024-06,86.46
CUST_00035,2021-03,242.98
CUST_00035,2021-04,237.57
CUST_00035,2021-05,217.86
CUST_00035,2021-06,313.97
CUST_00035,2021-07,326.39
CUST_00035,2021-08,281.92
CUST_00035,2021-09,414.84
CUST_00035,2021-10,276.98
CUST_00035,2021-11,359.14
CUST_00035,2021-12,340.29
CUST_00035,2022-01,320.48
CUST_00035,2022-02,271.9
CUST_00035,2022-03,278.77
CUST_00035,2022-04,302.52
CUST_00035,2022-05,242.79
CUST_00035,2022-06,261.2
CUST_00035,2022-07,252.29
CUST_00035,2022-08,320.05
CUST_00035,2022-09,354.85
CUST_00035,2022-10,328.26
CUST_00035,2022-11,313.59
CUST_00035,2022-12,265.73
CUST_00035,2023-01,286.02
CUST_00035,2023-02,290.71
CUST_00035,2023-03,315.58
CUST_00035,2023-04,418.41
CUST_00035,2023-05,248.66
CUST_00035,2023-06,344.67
CUST_00035,2023-07,379.16
CUST_00035,2023-08,324.23
CUST_00035,2023-09,258.62
CUST_00035,2023-10,260.88
CUST_00035,2023-11,255.02
CUST_00035,2023-12,223.75
CUST_00035,2024-01,293.11
CUST_00035,2024-02,288.3
CUST_00035,2024-03,343.81
CUST_00035,2024-04,277.43
CUST_00035,2024-05,294.15
CUST_00035,2024-06,311.55
CUST_00036,2022-03,87.46
CUST_00036,2022-04,112.1
CUST_00036,2022-05,95.91
CUST_00036,2022-06,77.28
CUST_00036,2022-07,108.29
CUST_00036,2022-08,86.92
CUST_00036,2022-09,109.39
CUST_00036,2022-10,99.74
CUST_00036,2022-11,90.56
CUST_00036,2022-12,117.53
CUST_00036,2023-01,112.21
CUST_00036,2023-02,96.7
CUST_00036,2023-03,92.06
CUST_00036,2023-04,79.86
CUST_00036,2023-05,98.94
CUST_00036,2023-06,84.18
CUST_00036,2023-07,128.34
CUST_00036,2023-08,91.73
CUST_00036,2023-09,107.11
CUST_00036,2023-10,85.4
CUST_00036,2023-11,74.06
CUST_00036,2023-12,97.01
CUST_00036,2024-01,76.25
CUST_00036,2024-02,96.48
CUST_00036,2024-03,132.14
CUST_00036,2024-04,94.17
CUST_00036,2024-05,81.98
CUST_00036,2024-06,71.05
CUST_00037,2022-05,751.33
CUST_00037,2022-06,1158.36
CUST_00037,2022-07,936.41
CUST_00037,2022-08,1353.61
CUST_00037,2022-09,1202.69
CUST_00037,2022-10,1144.75
CUST_00037,2022-11,1127.32
CUST_00037,2022-12,968.28
CUST_00037,2023-01,901.16
CUST_00037,2023-02,996.94
CUST_00037,2023-03,1088.96
CUST_00037,2023-04,1120.52
CUST_00037,2023-05,869.38
CUST_00037,2023-06,975.39
