campaign_id,channel,target_segment,impressions,ctr,clicks,leads,conversions,cost,revenue_generated,roi,start_date,end_date,campaign_duration_days,cost_per_lead,cost_per_conversion
CAMP_058,Paid Search,Enterprise,288920,0.03199847708708293,9245,1039,180,8062,2413812.66,29840.61845695857,2023-07-06,2023-08-20,45,7.759384023099134,44.78888888888889
CAMP_059,Webinar,Mid-Market,398629,0.12929816947587858,51542,5674,1080,44434,5803852.38,12961.737363280372,2023-09-14,2023-10-17,33,7.831159675713782,41.14259259259259
CAMP_060,Social Media,Mid-Market,232241,0.08599687393698786,19972,4418,440,32710,2575991.7,7775.242127789667,2023-04-01,2023-05-02,31,7.403802625622453,74.3409090909091
CAMP_061,Paid Search,Mid-Market,309132,0.03619812895462133,11190,1180,89,14632,423906.7,2797.1206943685074,2023-03-04,2023-04-19,46,12.4,164.40449438202248
CAMP_062,Social Media,All,290626,0.1448975659438591,42111,7662,478,35080,2061908.92,5777.733523375142,2024-02-08,2024-04-08,60,4.578439049856434,73.38912133891213
CAMP_063,Paid Search,Mid-Market,426857,0.015199469611602949,6488,1572,113,33049,481767.51,1357.7370268389361,2023-07-30,2023-08-24,25,21.0235368956743,292.46902654867256
CAMP_064,Social Media,Enterprise,28051,0.07197604363480803,2019,403,54,39291,833532.43,2021.433483494948,2023-02-27,2023-04-15,47,97.49627791563276,727.6111111111111
CAMP_065,Paid Search,Enterprise,465695,0.11549834118897562,53787,3288,565,46505,8777066.49,18773.382410493497,2024-02-01,2024-02-18,17,14.143856447688565,82.30973451327434
CAMP_066,Social Media,Mid-Market,259196,0.016798098736091605,4354,912,61,13318,253038.06,1799.970415978375,2023-07-11,2023-07-28,17,14.603070175438596,218.327868852459
CAMP_067,Social Media,All,484274,0.09409962128877454,45570,3895,474,10905,1829790.84,16679.374965612107,2023-01-27,2023-03-02,34,2.7997432605905006,23.00632911392405
CAMP_068,Paid Search,Enterprise,318280,0.14949729797662437,47582,9776,780,46724,13412768.77,28606.37952658163,2023-11-16,2024-01-09,54,4.779459901800327,59.9025641025641
CAMP_069,Social Media,All,282861,0.14829898784208498,41948,7992,1249,8870,5934054.87,66800.28038331454,2023-03-01,2023-03-14,13,1.10985985985986,7.101681345076061
CAMP_070,Paid Search,SMB,139925,0.1187993567982848,16623,924,132,1018,130265.78,12696.24557956778,2023-12-11,2024-02-06,57,1.1017316017316017,7.712121212121212
CAMP_071,Social Media,Mid-Market,193437,0.11839513640099877,22902,1877,100,35414,450011.95,1170.7176540351275,2023-03-01,2023-03-11,10,18.867341502397444,354.14
CAMP_072,Email,SMB,170266,0.1290979996006249,21981,3295,335,26477,459957.65,1637.1970011708274,2023-05-15,2023-06-18,34,8.035508345978755,79.03582089552239
CAMP_073,Email,Mid-Market,99275,0.11679677663057164,11595,2739,357,26182,2051618.06,7735.986784813994,2023-06-13,2023-08-12,60,9.558963125228185,73.3389355742297
CAMP_074,Social Media,Enterprise,176626,0.12919955159489543,22820,5683,977,48951,14657271.94,29842.74262017119,2023-07-06,2023-08-23,48,8.613584374450115,50.103377686796314
CAMP_075,Webinar,Mid-Market,356039,0.0815978024879297,29052,3655,667,15875,3279245.71,20556.66588976378,2023-05-21,2023-06-11,21,4.343365253077975,23.800599700149924
CAMP_076,Content Marketing,All,26688,0.09978267386091128,2663,546,44,22662,181273.47,699.9005824728621,2024-01-13,2024-02-17,35,41.505494505494504,515.0454545454545
CAMP_077,Content Marketing,Mid-Market,236661,0.13979912195080726,33085,5844,839,37373,4926031.55,13080.72284804538,2024-01-03,2024-02-18,46,6.395106091718001,44.54469606674613
CAMP_078,Webinar,Mid-Market,385359,0.06319821257580593,24354,4396,376,21298,1681226.68,7793.824208845901,2023-09-08,2023-10-13,35,4.844858962693357,56.6436170212766
CAMP_079,Webinar,Enterprise,392972,0.09609844976232404,37764,2143,123,1079,1887215.36,174804.11121408714,2023-09-27,2023-11-01,35,0.5034997666822212,8.772357723577235
CAMP_080,Paid Search,Mid-Market,421017,0.11859853640114294,49932,8114,444,18338,1811208.47,9776.804831497437,2023-01-14,2023-02-02,19,2.260044367759428,41.3018018018018
CAMP_081,Email,SMB,3722,0.09779688339602365,364,70,4,31302,4304.87,-86.24730049198135,2023-10-30,2023-11-09,10,447.1714285714286,7825.5
CAMP_082,Email,Enterprise,84616,0.07119220951120356,6024,1431,185,16315,3290261.3,20067.093472264787,2023-01-08,2023-02-15,38,11.401118099231306,88.1891891891892
CAMP_083,Email,Mid-Market,400870,0.12859779978546662,51551,9953,1607,43688,9153055.58,20850.96040102545,2023-08-19,2023-09-08,20,4.389430322515825,27.186060983198505
CAMP_084,Content Marketing,All,47041,0.05558980463850684,2615,457,61,1292,218708.47,16827.90015479876,2023-10-20,2023-11-20,31,2.8271334792122538,21.18032786885246
CAMP_085,Social Media,Mid-Market,195373,0.12389634186914261,24206,3701,667,19553,3555843.41,18085.666700762034,2024-02-13,2024-02-27,14,5.283166711699541,29.314842578710646
CAMP_086,Email,All,201635,0.04699580925930518,9476,1013,110,35198,526131.54,1394.7768055003125,2023-05-23,2023-07-02,40,34.746298124383024,319.9818181818182
CAMP_087,Webinar,SMB,24333,0.011260428225044179,274,31,5,12129,5464.19,-54.949377524940225,2023-09-22,2023-09-29,7,391.258064516129,2425.8
CAMP_088,Content Marketing,SMB,495214,0.11919897256539597,59029,8284,613,40405,795137.94,1867.919663407994,2023-10-08,2023-10-23,15,4.877474649927572,65.91353996737357
CAMP_089,Paid Search,Mid-Market,451319,0.1069997053082188,48291,9847,638,12791,2937121.24,22862.405128606053,2023-09-04,2023-09-12,8,1.298974306895501,20.04858934169279
CAMP_090,Paid Search,Mid-Market,430808,0.0674987465413827,29079,4801,769,32590,3639060.5,11066.187480822338,2023-08-09,2023-09-18,40,6.788169131430952,42.37971391417425
CAMP_091,Social Media,SMB,349054,0.0510981108940164,17836,3529,522,40893,616980.17,1408.7671973198346,2023-02-07,2023-04-04,56,11.587701898554831,78.33908045977012
CAMP_092,Social Media,SMB,298083,0.12199957729894023,36366,8174,1443,35686,2077120.55,5720.547413551533,2024-01-01,2024-01-23,22,4.365793980915097,24.73042273042273
CAMP_093,Webinar,SMB,444523,0.11209993633625256,49831,7729,459,45853,540121.22,1077.9408544697183,2023-07-16,2023-07-31,15,5.932591538362013,99.89760348583879
CAMP_094,Content Marketing,SMB,474053,0.05229794980730003,24792,5828,1036,22833,1343737.57,5785.067971795209,2023-10-10,2023-11-09,30,3.9178105696636925,22.03957528957529
CAMP_095,Webinar,All,135422,0.014997563172896576,2031,250,19,10873,82317.01,657.0772555872344,2023-05-28,2023-06-09,12,43.492,572.2631578947369
CAMP_096,Email,Mid-Market,99273,0.1177963796802756,11694,943,84,24631,369711.52,1401.000852584142,2023-06-15,2023-08-07,53,26.11983032873807,293.2261904761905
CAMP_097,Paid Search,Enterprise,318861,0.01279868030270243,4081,231,25,46917,383200.3,716.7621544429525,2024-01-01,2024-01-08,7,203.1038961038961,1876.68
CAMP_098,Email,Enterprise,475899,0.03479940071317653,16561,1058,183,21870,3107734.4,14110.033836305442,2024-01-15,2024-02-16,32,20.671077504725897,119.50819672131148
CAMP_099,Email,Enterprise,412285,0.05359884545884522,22098,3293,440,44731,6274920.26,13928.124253873153,2023-09-14,2023-10-24,40,13.583662313999392,101.66136363636363
CAMP_100,Webinar,All,287087,0.037399812600361564,10737,1450,143,23570,546680.22,2219.3899872719558,2024-01-21,2024-03-12,51,16.255172413793105,164.82517482517483
CAMP_101,Social Media,Mid-Market,437082,0.12769915027386167,55815,6688,897,29134,4452738.66,15183.650236836687,2024-02-13,2024-03-28,44,4.35616028708134,32.479375696767
CAMP_102,Email,Mid-Market,33962,0.049790942818444144,1691,250,37,24182,157668.99,552.0097179720452,2023-04-13,2023-05-04,21,96.728,653.5675675675676
CAMP_103,Paid Search,All,197475,0.01679706291935688,3317,165,11,39723,48791.78,22.830048082974596,2023-02-09,2023-03-17,36,240.74545454545455,3611.181818181818
CAMP_104,Paid Search,Enterprise,469330,0.11379839345449896,53409,10453,1843,12655,30954552.89,244503.3416831292,2023-11-20,2024-01-15,56,1.2106572275901655,6.866521975040695
CAMP_105,Paid Search,All,125218,0.06059831653596128,7588,1446,139,1994,536767.06,26819.110330992982,2023-11-04,2023-11-17,13,1.3789764868603043,14.345323741007194
CAMP_106,Social Media,All,3059,0.11670480549199085,357,24,3,6490,10234.3,57.69337442218797,2023-04-03,2023-05-01,28,270.4166666666667,2163.3333333333335
CAMP_107,Content Marketing,Mid-Market,25124,0.06396274478586213,1607,343,24,43386,136440.02,214.47937122574098,2024-01-29,2024-03-08,39,126.48979591836735,1807.75
CAMP_108,Webinar,All,171555,0.14989944915624726,25716,1626,307,49858,1440678.05,2789.5624573789564,2023-11-26,2023-12-22,26,30.6629766297663,162.40390879478826
CAMP_109,Webinar,Enterprise,16525,0.08114977307110438,1341,166,23,17782,335602.97,1787.3184681138227,2023-05-01,2023-06-30,60,107.12048192771084,773.1304347826087
CAMP_110,Webinar,Mid-Market,152991,0.017693851272297063,2707,521,30,49316,127128.79,157.7840660231973,2023-04-15,2023-05-25,40,94.65642994241843,1643.8666666666666
CAMP_111,Paid Search,Mid-Market,485129,0.12179853193686628,59088,11622,2282,38705,10476050.59,26966.401214313395,2023-05-02,2023-06-17,46,3.3303218034761657,16.96099912357581
CAMP_112,Paid Search,All,124755,0.083692036391327,10441,1936,343,29715,1628843.92,5381.554501093724,2023-07-26,2023-08-24,29,15.348657024793388,86.63265306122449
CAMP_113,Social Media,SMB,132733,0.015497276487384448,2057,415,29,39598,37546.45,-5.180943481994047,2024-01-02,2024-03-02,60,95.41686746987952,1365.448275862069
CAMP_114,Content Marketing,Mid-Market,371825,0.05109930746991192,19000,2101,275,30299,1409535.06,4552.084425228556,2023-11-27,2024-01-05,39,14.421227986673014,110.17818181818181
CAMP_115,Paid Search,Enterprise,11479,0.09364927258471992,1075,244,20,29499,285676.99,868.4294043865893,2023-01-15,2023-03-07,51,120.89754098360656,1474.95
CAMP_116,Social Media,Mid-Market,486919,0.0549988807173267,26780,5247,878,5981,4062670.22,67826.27018893162,2023-11-17,2024-01-05,49,1.1398894606441776,6.812072892938496
CAMP_117,Paid Search,Mid-Market,192325,0.05149616534511894,9904,1549,167,12980,820056.82,6217.849152542372,2023-04-02,2023-04-24,22,8.379599741768883,77.72455089820359
CAMP_118,Webinar,SMB,405943,0.14469765459682762,58739,7543,1203,49385,1507676.07,2952.902844993419,2024-01-22,2024-02-11,20,6.547129789208538,41.051537822111385
CAMP_119,Email,All,128873,0.13179641973105305,16985,1108,68,47697,307754.86,545.2289661823595,2024-01-30,2024-02-23,24,43.04783393501805,701.4264705882352
CAMP_120,Social Media,SMB,102793,0.10129094393587112,10412,1034,127,45666,153042.79,235.13508956335133,2023-05-05,2023-05-15,10,44.16441005802708,359.5748031496063
CAMP_121,Webinar,SMB,180457,0.03939996785937924,7110,1553,244,49346,327953.3,564.5995622745511,2023-02-10,2023-04-04,53,31.77462974887315,202.2377049180328
CAMP_122,Social Media,SMB,97637,0.08239704210493973,8045,1124,110,8358,151670.85,1714.678750897344,2023-09-04,2023-09-16,12,7.435943060498221,75.98181818181818
CAMP_123,Email,Mid-Market,374071,0.047699500896888555,17843,3979,393,45209,2305748.69,5000.198389701165,2023-01-21,2023-03-13,51,11.361899974868058,115.03562340966921
CAMP_124,Paid Search,SMB,461046,0.12369915366362576,57031,13043,1848,48843,2405984.14,4825.954875826628,2023-03-26,2023-04-11,16,3.7447673081346315,26.430194805194805
CAMP_125,Social Media,Enterprise,392409,0.046599338955018874,18286,2341,407,4845,6636435.89,136874.94097007223,2023-10-23,2023-11-16,24,2.069628363947031,11.904176904176904
CAMP_126,Webinar,Enterprise,406616,0.06049934090148937,24600,3002,248,46458,3157986.66,6697.508846700245,2023-11-18,2023-11-30,12,15.47568287808128,187.33064516129033
CAMP_127,Social Media,Mid-Market,234355,0.017895927119114165,4194,293,54,16064,314121.25,1855.4360682270917,2023-10-17,2023-11-04,18,54.8259385665529,297.48148148148147
CAMP_128,Email,All,133259,0.13009252658357034,17336,1433,84,14799,330312.25,2131.990337184945,2023-07-29,2023-09-17,50,10.32728541521284,176.17857142857142
CAMP_129,Webinar,All,96790,0.09589833660502119,9282,1693,168,31791,749324.09,2257.0321474631182,2023-11-14,2023-12-01,17,18.777909037212048,189.23214285714286
CAMP_130,Email,Mid-Market,73994,0.06749195880747087,4994,366,63,20309,305293.22,1403.2410261460434,2023-08-13,2023-10-10,58,55.48907103825137,322.36507936507934
CAMP_131,Paid Search,SMB,309294,0.09809760292795851,30341,2982,348,28677,448179.58,1462.8537852634515,2023-12-06,2024-01-17,42,9.616700201207243,82.40517241379311
CAMP_132,Social Media,All,449783,0.011999119575439712,5397,1115,144,16771,493067.47,2840.000417387156,2023-12-13,2024-01-21,39,15.041255605381165,116.46527777777777
CAMP_133,Email,Enterprise,289403,0.09029968590512193,26133,5204,691,24703,10911320.66,44070.02250738777,2023-05-15,2023-07-11,57,4.746925441967717,35.749638205499274
CAMP_134,Social Media,All,398123,0.014498032015231473,5772,819,144,43415,592903.54,1265.665184843948,2024-02-06,2024-03-18,41,53.00976800976801,301.49305555555554
CAMP_135,Email,All,104923,0.051399597800291644,5393,712,39,44917,131097.06,191.86512901574014,2023-09-14,2023-10-18,34,63.08567415730337,1151.7179487179487
CAMP_136,Email,Mid-Market,143686,0.13329760728254667,19153,1395,143,34567,689259.51,1893.9812827262997,2024-01-23,2024-03-04,41,24.77921146953405,241.72727272727272
CAMP_137,Webinar,All,430052,0.03439816580320519,14793,2740,483,24139,2175655.51,8913.03082149219,2023-02-07,2023-03-13,34,8.80985401459854,49.97722567287785
CAMP_138,Content Marketing,SMB,442184,0.08269860510556691,36568,6328,1226,43868,1262672.11,2778.3443740311845,2023-04-04,2023-05-11,37,6.93236409608091,35.78140293637847
CAMP_139,Social Media,All,222929,0.028296004557504854,6308,915,131,6816,526043.1,7617.768485915492,2023-02-19,2023-03-24,33,7.449180327868852,52.030534351145036
CAMP_140,Paid Search,Mid-Market,425230,0.14899936504950262,63359,5857,669,28358,3048082.19,10648.5795542704,2023-04-24,2023-06-16,53,4.841727847020659,42.38863976083707
CAMP_141,Email,SMB,336507,0.13199725414330163,44418,5035,426,32629,508370.48,1458.0326703239448,2024-01-21,2024-02-24,34,6.4804369414101295,76.59389671361502
CAMP_142,Email,SMB,40080,0.07477544910179641,2997,418,24,28757,33075.05,15.015648363876632,2023-08-18,2023-10-08,51,68.79665071770334,1198.2083333333333
CAMP_143,Social Media,All,490327,0.07709956824731251,37804,7045,1327,8399,5121989.36,60883.32372901536,2023-11-09,2023-12-11,32,1.1921930447125622,6.3293142426525995
CAMP_144,Paid Search,All,461656,0.04299954944807389,19851,4127,280,38830,960357.93,2373.2370074684522,2023-01-31,2023-03-16,44,9.408771504724982,138.67857142857142
CAMP_145,Content Marketing,Mid-Market,201934,0.14729565105430487,29744,2847,161,20488,750026.41,3560.808326825459,2023-10-22,2023-11-11,20,7.19634703196347,127.25465838509317
CAMP_146,Social Media,All,145191,0.010999304364595602,1597,120,22,5726,94970.14,1558.5773663988823,2024-01-15,2024-03-10,55,47.71666666666667,260.27272727272725
CAMP_147,Paid Search,Enterprise,231095,0.0666998420562972,15414,2459,214,40694,3119393.1,7565.486558214971,2023-06-19,2023-07-31,42,16.5490036600244,190.15887850467288
CAMP_148,Social Media,Mid-Market,382965,0.05279855861501704,20220,2395,249,7208,1236392.85,17053.063956714763,2023-08-18,2023-09-06,19,3.0096033402922755,28.947791164658636
CAMP_149,Webinar,All,112639,0.0330968847379682,3728,307,55,4689,227455.77,4750.837492002559,2023-12-30,2024-02-07,39,15.273615635179153,85.25454545454545
CAMP_150,Content Marketing,All,173641,0.10149676631671091,17624,2917,269,8256,990610.45,11898.67308624031,2023-08-06,2023-09-20,45,2.8303051079876584,30.691449814126393
CAMP_151,Social Media,Mid-Market,84622,0.0819999527309683,6939,1179,193,3064,786598.81,25572.28492167102,2023-10-29,2023-11-07,9,2.5988125530110264,15.875647668393782
CAMP_152,Email,SMB,386519,0.09459819569025067,36564,4104,435,38221,510125.7,1234.6738703853903,2023-05-31,2023-06-16,16,9.313109161793372,87.86436781609196
CAMP_153,Email,Mid-Market,44298,0.14648516863063796,6489,1420,262,15791,1251474.89,7825.241529985434,2023-09-09,2023-09-28,19,11.120422535211267,60.270992366412216
CAMP_154,Paid Search,Enterprise,10441,0.0651278613159659,680,74,11,40600,191390.11,371.40421182266005,2023-07-30,2023-09-05,37,548.6486486486486,3690.909090909091
CAMP_155,Email,Mid-Market,337187,0.05029849905245457,16960,1555,284,24581,1487041.46,5949.556405353728,2023-09-26,2023-11-22,57,15.807717041800643,86.55281690140845
CAMP_156,Email,Mid-Market,135583,0.06939660576915985,9409,2087,112,1230,462788.22,37525.05853658536,2023-08-20,2023-10-11,52,0.5893627216099665,10.982142857142858
CAMP_157,Social Media,Enterprise,185787,0.12439514067184464,23111,4569,906,11241,16306385.07,144961.69442220443,2023-11-10,2023-12-18,38,2.4602757715036114,12.407284768211921
CAMP_158,Social Media,All,307606,0.08509912030324505,26177,5254,790,19060,3097770.86,16152.732738719831,2023-12-16,2024-02-05,51,3.627712219261515,24.126582278481013
CAMP_159,Email,Enterprise,240201,0.1140961111735588,27406,3390,580,22097,10432606.69,47112.77408698013,2024-01-05,2024-02-04,30,6.518289085545723,38.09827586206897
CAMP_160,Social Media,Enterprise,73164,0.1111885626811,8135,902,103,16888,1592053.26,9327.12730933207,2023-08-16,2023-09-08,23,18.722838137472284,163.96116504854368
CAMP_161,Email,Enterprise,260143,0.0750971581015057,19536,2652,447,16459,7276692.61,44111.02503189744,2023-06-14,2023-06-27,13,6.206259426847662,36.82102908277405
CAMP_162,Social Media,SMB,451625,0.1457979518405757,65846,15571,2952,31296,3776296.78,11966.387972903885,2023-07-11,2023-07-21,10,2.0098901804636826,10.601626016260163
