customer_id,churn_date,churn_reason,last_activity_date,days_since_last_activity
CUST_00555,2024-06-06,Support Issues,2024-05-06,31
CUST_00560,2024-06-29,Support Issues,2024-06-15,14
CUST_00564,2024-06-29,Price,2024-05-27,33
CUST_00571,2024-06-04,Product Gap,2024-05-20,15
CUST_00572,2024-06-23,Competitor,2024-05-06,48
CUST_00575,2024-07-01,Price,2024-06-11,20
CUST_00576,2024-06-18,Support Issues,2024-04-21,58
CUST_00582,2024-06-09,Competitor,2024-04-21,49
CUST_00584,2024-06-06,Support Issues,2024-05-27,10
CUST_00585,2024-06-24,Support Issues,2024-06-17,7
CUST_00588,2024-06-26,Price,2024-05-24,33
CUST_00590,2024-06-24,Product Gap,2024-04-29,56
CUST_00591,2024-06-07,Competitor,2024-05-23,15
CUST_00592,2024-06-24,Product Gap,2024-06-03,21
CUST_00594,2024-06-11,Price,2024-04-20,52
CUST_00598,2024-06-21,Product Gap,2024-04-24,58
CUST_00600,2024-06-29,Support Issues,2024-05-28,32
CUST_00608,2024-07-01,Product Gap,2024-06-08,23
CUST_00615,2024-06-21,Support Issues,2024-06-06,15
CUST_00619,2024-06-30,Competitor,2024-05-17,44
CUST_00623,2024-06-10,Price,2024-04-21,50
CUST_00629,2024-06-22,Competitor,2024-05-05,48
CUST_00634,2024-06-21,Product Gap,2024-06-02,19
CUST_00640,2024-06-18,Price,2024-05-03,46
CUST_00646,2024-06-27,Competitor,2024-05-27,31
CUST_00651,2024-06-04,Competitor,2024-05-19,16
CUST_00658,2024-06-02,Price,2024-04-28,35
CUST_00659,2024-06-22,Product Gap,2024-06-08,14
CUST_00673,2024-06-23,Competitor,2024-05-15,39
CUST_00679,2024-06-03,Price,2024-04-26,38
CUST_00688,2024-07-01,Price,2024-05-16,46
CUST_00692,2024-06-16,Product Gap,2024-05-27,20
CUST_00697,2024-06-09,Business Closure,2024-05-17,23
CUST_00705,2024-06-11,Competitor,2024-04-14,58
CUST_00721,2024-06-02,Competitor,2024-04-27,36
CUST_00731,2024-06-03,Price,2024-05-26,8
CUST_00735,2024-06-24,Support Issues,2024-04-29,56
CUST_00737,2024-06-04,Price,2024-05-21,14
CUST_00738,2024-06-17,Price,2024-05-02,46
CUST_00741,2024-06-03,Product Gap,2024-05-24,10
CUST_00752,2024-06-13,Support Issues,2024-05-29,15
CUST_00755,2024-06-04,Product Gap,2024-04-12,53
CUST_00762,2024-06-19,Business Closure,2024-06-08,11
CUST_00764,2024-06-03,Price,2024-04-13,51
CUST_00782,2024-06-04,Business Closure,2024-04-08,57
CUST_00785,2024-06-11,Support Issues,2024-04-22,50
CUST_00788,2024-06-13,Product Gap,2024-05-08,36
CUST_00789,2024-06-05,Competitor,2024-04-30,36
CUST_00790,2024-06-26,Price,2024-06-11,15
CUST_00793,2024-06-22,Product Gap,2024-05-08,45
CUST_00794,2024-06-24,Competitor,2024-05-07,48
CUST_00798,2024-06-10,Business Closure,2024-04-16,55
CUST_00809,2024-07-01,Competitor,2024-06-12,19
CUST_00810,2024-06-14,Competitor,2024-05-17,28
CUST_00817,2024-06-23,Competitor,2024-04-30,54
CUST_00821,2024-06-04,Price,2024-05-28,7
CUST_00822,2024-06-05,Competitor,2024-05-18,18
CUST_00824,2024-06-12,Competitor,2024-04-26,47
CUST_00834,2024-07-01,Product Gap,2024-05-11,51
CUST_00852,2024-06-26,Price,2024-05-30,27
CUST_00854,2024-06-19,Price,2024-05-02,48
CUST_00855,2024-06-05,Product Gap,2024-04-22,44
CUST_00867,2024-06-16,Price,2024-04-23,54
CUST_00870,2024-06-09,Support Issues,2024-05-22,18
CUST_00871,2024-06-14,Product Gap,2024-05-03,42
CUST_00882,2024-06-22,Business Closure,2024-06-14,8
CUST_00885,2024-06-21,Support Issues,2024-06-04,17
CUST_00890,2024-06-03,Price,2024-05-16,18
CUST_00893,2024-06-12,Support Issues,2024-04-20,53
CUST_00911,2024-06-23,Support Issues,2024-05-22,32
CUST_00913,2024-06-24,Support Issues,2024-05-17,38
CUST_00917,2024-06-21,Product Gap,2024-06-13,8
CUST_00924,2024-06-20,Price,2024-06-05,15
CUST_00925,2024-06-16,Price,2024-04-21,56
CUST_00930,2024-06-03,Competitor,2024-05-20,14
CUST_00945,2024-06-18,Competitor,2024-05-23,26
CUST_00956,2024-06-07,Price,2024-04-12,56
CUST_00958,2024-06-28,Support Issues,2024-05-07,52
CUST_00966,2024-06-14,Competitor,2024-06-01,13
CUST_00967,2024-07-01,Price,2024-05-24,38
CUST_00975,2024-06-03,Product Gap,2024-04-05,59
CUST_00980,2024-06-08,Price,2024-05-29,10
CUST_00982,2024-06-02,Support Issues,2024-04-15,48
CUST_00983,2024-06-20,Business Closure,2024-05-22,29
CUST_01000,2024-06-23,Price,2024-06-14,9
CUST_01004,2024-06-28,Price,2024-04-30,59
CUST_01010,2024-06-04,Price,2024-04-23,42
CUST_01019,2024-06-15,Price,2024-06-03,12
CUST_01022,2024-06-13,Price,2024-04-30,44
CUST_01026,2024-06-16,Product Gap,2024-06-07,9
CUST_01029,2024-06-10,Support Issues,2024-05-02,39
CUST_01032,2024-06-30,Competitor,2024-06-11,19
CUST_01036,2024-06-27,Product Gap,2024-05-05,53
CUST_01041,2024-06-22,Product Gap,2024-06-03,19
CUST_01045,2024-06-10,Price,2024-04-19,52
CUST_01051,2024-06-09,Competitor,2024-04-21,49
CUST_01053,2024-06-08,Price,2024-04-21,48
CUST_01054,2024-06-27,Price,2024-05-05,53
CUST_01057,2024-06-20,Competitor,2024-06-11,9
CUST_01062,2024-06-10,Competitor,2024-05-01,40
CUST_01063,2024-06-11,Competitor,2024-05-09,33
CUST_01071,2024-06-18,Competitor,2024-05-02,47
CUST_01077,2024-06-09,Product Gap,2024-05-01,39
CUST_01081,2024-07-01,Competitor,2024-05-18,44
CUST_01082,2024-06-15,Product Gap,2024-06-02,13
CUST_01083,2024-06-07,Price,2024-05-29,9
CUST_01090,2024-06-03,Price,2024-05-07,27
CUST_01096,2024-06-14,Business Closure,2024-05-06,39
CUST_01097,2024-06-11,Competitor,2024-04-24,48
CUST_01108,2024-06-28,Price,2024-05-13,46
CUST_01109,2024-06-20,Support Issues,2024-05-15,36
CUST_01111,2024-06-15,Price,2024-04-30,46
CUST_01118,2024-06-23,Price,2024-06-09,14
CUST_01119,2024-06-18,Product Gap,2024-04-21,58
CUST_01128,2024-06-12,Competitor,2024-06-05,7
CUST_01130,2024-07-01,Competitor,2024-05-07,55
CUST_01133,2024-06-15,Product Gap,2024-05-16,30
CUST_01135,2024-06-29,Product Gap,2024-05-17,43
CUST_01136,2024-06-11,Business Closure,2024-04-18,54
CUST_01142,2024-06-02,Price,2024-05-09,24
CUST_01145,2024-06-21,Price,2024-05-23,29
CUST_01153,2024-06-24,Product Gap,2024-04-26,59
CUST_01158,2024-06-21,Price,2024-06-04,17
CUST_01168,2024-06-10,Competitor,2024-04-23,48
CUST_01172,2024-06-26,Product Gap,2024-06-06,20
CUST_01173,2024-06-30,Product Gap,2024-06-12,18
CUST_01178,2024-06-26,Competitor,2024-06-03,23
CUST_01180,2024-06-04,Business Closure,2024-04-05,60
CUST_01182,2024-06-20,Business Closure,2024-04-29,52
CUST_01186,2024-06-06,Competitor,2024-05-14,23
CUST_01188,2024-07-01,Competitor,2024-06-03,28
CUST_01191,2024-06-20,Product Gap,2024-06-13,7
CUST_01200,2024-06-07,Competitor,2024-04-18,50
CUST_01206,2024-06-20,Support Issues,2024-05-08,43
CUST_01207,2024-06-20,Price,2024-05-12,39
CUST_01216,2024-06-18,Support Issues,2024-04-30,49
CUST_01217,2024-06-20,Support Issues,2024-04-28,53
CUST_01228,2024-06-29,Business Closure,2024-04-30,60
CUST_01238,2024-06-21,Competitor,2024-04-25,57
CUST_01241,2024-06-10,Competitor,2024-04-13,58
CUST_01242,2024-06-17,Competitor,2024-06-01,16
CUST_01247,2024-06-12,Price,2024-05-02,41
CUST_01251,2024-06-21,Product Gap,2024-06-01,20
CUST_01255,2024-06-13,Price,2024-05-02,42
CUST_01257,2024-06-21,Product Gap,2024-05-20,32
CUST_01266,2024-06-08,Business Closure,2024-05-30,9
CUST_01269,2024-06-19,Competitor,2024-05-23,27
CUST_01271,2024-06-13,Competitor,2024-05-05,39
CUST_01277,2024-06-03,Support Issues,2024-05-10,24
CUST_01278,2024-06-26,Product Gap,2024-06-14,12
CUST_01279,2024-06-05,Support Issues,2024-05-14,22
CUST_01282,2024-06-17,Competitor,2024-06-07,10
CUST_01295,2024-06-13,Product Gap,2024-05-30,14
CUST_01296,2024-06-26,Competitor,2024-06-02,24
CUST_01299,2024-06-25,Price,2024-05-08,48
CUST_01301,2024-06-21,Business Closure,2024-04-30,52
CUST_01304,2024-06-10,Competitor,2024-04-21,50
CUST_01305,2024-06-24,Competitor,2024-06-02,22
CUST_01312,2024-06-13,Business Closure,2024-04-17,57
CUST_01314,2024-06-30,Price,2024-05-05,56
CUST_01316,2024-06-23,Product Gap,2024-05-02,52
CUST_01319,2024-06-13,Competitor,2024-05-21,23
CUST_01325,2024-06-13,Business Closure,2024-05-05,39
CUST_01336,2024-07-01,Competitor,2024-05-09,53
CUST_01349,2024-06-09,Price,2024-05-04,36
CUST_01350,2024-06-04,Price,2024-04-05,60
CUST_01351,2024-06-08,Support Issues,2024-04-11,58
CUST_01352,2024-06-10,Product Gap,2024-04-11,60
CUST_01353,2024-06-20,Price,2024-05-10,41
CUST_01354,2024-06-23,Competitor,2024-05-02,52
CUST_01361,2024-06-29,Price,2024-06-18,11
CUST_01362,2024-06-19,Price,2024-04-27,53
CUST_01366,2024-06-22,Competitor,2024-05-12,41
CUST_01369,2024-07-01,Competitor,2024-06-20,11
CUST_01371,2024-06-24,Business Closure,2024-04-30,55
CUST_01372,2024-06-12,Price,2024-05-21,22
CUST_01378,2024-06-03,Competitor,2024-04-19,45
CUST_01381,2024-06-29,Product Gap,2024-05-28,32
CUST_01383,2024-06-16,Business Closure,2024-05-03,44
CUST_01384,2024-07-01,Price,2024-05-16,46
CUST_01385,2024-06-22,Competitor,2024-05-08,45
CUST_01396,2024-06-27,Competitor,2024-06-17,10
CUST_01397,2024-06-06,Price,2024-04-24,43
CUST_01406,2024-06-22,Price,2024-05-14,39
CUST_01407,2024-06-06,Competitor,2024-05-25,12
CUST_01408,2024-06-16,Product Gap,2024-05-10,37
CUST_01409,2024-07-01,Business Closure,2024-05-18,44
CUST_01411,2024-06-07,Business Closure,2024-04-08,60
CUST_01413,2024-06-18,Business Closure,2024-06-08,10
CUST_01415,2024-06-27,Competitor,2024-05-06,52
CUST_01417,2024-06-04,Price,2024-05-18,17
CUST_01431,2024-06-28,Support Issues,2024-06-05,23
CUST_01433,2024-06-07,Product Gap,2024-04-12,56
CUST_01434,2024-06-24,Support Issues,2024-06-16,8
CUST_01446,2024-06-09,Support Issues,2024-05-11,29
CUST_01447,2024-06-26,Support Issues,2024-05-30,27
CUST_01449,2024-06-14,Price,2024-05-14,31
CUST_01466,2024-06-20,Competitor,2024-05-09,42
CUST_01484,2024-06-17,Business Closure,2024-06-04,13
CUST_01492,2024-06-24,Price,2024-04-27,58
CUST_01494,2024-06-03,Product Gap,2024-04-10,54
CUST_01496,2024-06-27,Competitor,2024-05-28,30
CUST_01501,2024-06-24,Price,2024-04-28,57
CUST_01512,2024-06-07,Price,2024-05-16,22
CUST_01518,2024-06-16,Product Gap,2024-06-05,11
CUST_01522,2024-06-25,Competitor,2024-06-08,17
CUST_01526,2024-06-15,Price,2024-06-07,8
CUST_01541,2024-06-09,Competitor,2024-05-06,34
CUST_01543,2024-06-26,Business Closure,2024-05-02,55
CUST_01544,2024-06-10,Price,2024-04-11,60
CUST_01547,2024-06-13,Price,2024-06-04,9
CUST_01548,2024-06-21,Competitor,2024-04-24,58
CUST_01549,2024-06-16,Price,2024-04-28,49
CUST_01559,2024-06-20,Competitor,2024-05-11,40
CUST_01561,2024-06-14,Competitor,2024-05-06,39
CUST_01563,2024-06-22,Product Gap,2024-06-07,15
CUST_01580,2024-06-04,Competitor,2024-05-07,28
CUST_01582,2024-06-23,Product Gap,2024-04-25,59
CUST_01584,2024-06-29,Competitor,2024-06-12,17
CUST_01586,2024-06-04,Product Gap,2024-05-11,24
CUST_01593,2024-06-12,Product Gap,2024-05-08,35
CUST_01603,2024-06-15,Competitor,2024-05-20,26
CUST_01607,2024-06-10,Support Issues,2024-05-29,12
CUST_01608,2024-06-05,Support Issues,2024-04-26,40
CUST_01612,2024-06-16,Product Gap,2024-05-28,19
CUST_01616,2024-06-04,Price,2024-05-27,8
CUST_01620,2024-06-24,Price,2024-04-26,59
CUST_01624,2024-06-09,Competitor,2024-05-11,29
CUST_01626,2024-06-10,Product Gap,2024-06-01,9
CUST_01632,2024-06-21,Competitor,2024-05-05,47
CUST_01641,2024-06-23,Price,2024-05-09,45
CUST_01642,2024-06-10,Product Gap,2024-06-03,7
CUST_01650,2024-06-13,Competitor,2024-04-16,58
CUST_01651,2024-06-15,Competitor,2024-06-08,7
CUST_01655,2024-06-11,Price,2024-04-30,42
CUST_01663,2024-06-10,Price,2024-04-17,54
CUST_01664,2024-06-16,Competitor,2024-05-08,39
CUST_01665,2024-06-09,Competitor,2024-04-29,41
CUST_01670,2024-06-29,Business Closure,2024-05-22,38
CUST_01673,2024-06-19,Competitor,2024-04-21,59
CUST_01679,2024-06-17,Price,2024-05-22,26
CUST_01687,2024-06-07,Support Issues,2024-05-27,11
CUST_01693,2024-06-14,Competitor,2024-04-26,49
CUST_01696,2024-06-17,Price,2024-05-01,47
CUST_01705,2024-06-13,Business Closure,2024-05-19,25
CUST_01707,2024-06-26,Price,2024-05-09,48
CUST_01712,2024-06-30,Product Gap,2024-05-16,45
CUST_01719,2024-06-07,Competitor,2024-04-20,48
CUST_01720,2024-06-06,Competitor,2024-05-01,36
CUST_01723,2024-06-29,Competitor,2024-06-18,11
CUST_01735,2024-06-16,Business Closure,2024-06-04,12
CUST_01741,2024-06-26,Price,2024-05-28,29
CUST_01747,2024-06-26,Price,2024-04-29,58
CUST_01756,2024-06-23,Business Closure,2024-05-25,29
CUST_01759,2024-06-20,Price,2024-06-12,8
CUST_01760,2024-06-29,Support Issues,2024-05-01,59
CUST_01762,2024-06-06,Competitor,2024-04-17,50
CUST_01766,2024-06-16,Support Issues,2024-04-17,60
CUST_01768,2024-06-04,Competitor,2024-05-09,26
CUST_01770,2024-06-06,Product Gap,2024-05-23,14
CUST_01774,2024-06-11,Support Issues,2024-06-01,10
CUST_01783,2024-06-24,Product Gap,2024-06-04,20
CUST_01784,2024-06-16,Price,2024-05-19,28
CUST_01787,2024-06-20,Price,2024-06-03,17
CUST_01788,2024-06-03,Competitor,2024-04-06,58
CUST_01789,2024-06-30,Price,2024-05-19,42
CUST_01791,2024-06-08,Product Gap,2024-05-10,29
CUST_01793,2024-06-02,Support Issues,2024-05-07,26
CUST_01794,2024-06-14,Product Gap,2024-05-18,27
CUST_01795,2024-06-22,Product Gap,2024-05-19,34
CUST_01798,2024-06-26,Competitor,2024-06-12,14
CUST_01800,2024-06-26,Product Gap,2024-05-08,49
CUST_01817,2024-06-14,Competitor,2024-04-21,54
CUST_01818,2024-07-01,Price,2024-05-06,56
CUST_01828,2024-06-14,Product Gap,2024-05-26,19
CUST_01835,2024-06-28,Competitor,2024-05-30,29
CUST_01837,2024-06-08,Business Closure,2024-04-20,49
CUST_01841,2024-06-05,Competitor,2024-05-14,22
CUST_01842,2024-06-21,Support Issues,2024-06-13,8
CUST_01848,2024-06-06,Product Gap,2024-04-19,48
CUST_01856,2024-06-11,Price,2024-05-07,35
CUST_01857,2024-06-24,Competitor,2024-05-23,32
CUST_01858,2024-06-17,Product Gap,2024-04-18,60
CUST_01859,2024-06-20,Support Issues,2024-06-08,12
CUST_01864,2024-06-19,Competitor,2024-05-24,26
CUST_01869,2024-06-05,Competitor,2024-04-08,58
CUST_01886,2024-06-08,Product Gap,2024-04-13,56
CUST_01889,2024-06-08,Product Gap,2024-05-04,35
CUST_01891,2024-06-20,Support Issues,2024-04-25,56
CUST_01892,2024-06-13,Support Issues,2024-05-17,27
CUST_01896,2024-06-27,Price,2024-05-08,50
CUST_01897,2024-06-29,Price,2024-05-02,58
CUST_01899,2024-06-04,Competitor,2024-04-09,56
CUST_01908,2024-07-01,Competitor,2024-06-07,24
CUST_01910,2024-06-03,Competitor,2024-04-08,56
CUST_01912,2024-06-15,Price,2024-04-18,58
CUST_01918,2024-06-05,Competitor,2024-04-16,50
CUST_01920,2024-06-19,Support Issues,2024-05-27,23
CUST_01925,2024-06-08,Price,2024-05-01,38
CUST_01928,2024-06-05,Competitor,2024-05-14,22
CUST_01932,2024-06-21,Price,2024-06-10,11
CUST_01945,2024-06-25,Price,2024-05-16,40
CUST_01955,2024-06-27,Competitor,2024-05-11,47
CUST_01956,2024-07-01,Product Gap,2024-05-18,44
CUST_01957,2024-06-20,Price,2024-05-31,20
CUST_01961,2024-06-17,Product Gap,2024-06-04,13
CUST_01964,2024-06-28,Competitor,2024-06-10,18
CUST_01965,2024-06-06,Support Issues,2024-05-06,31
CUST_01972,2024-06-19,Price,2024-06-02,17
CUST_01977,2024-06-10,Competitor,2024-05-19,22
CUST_01979,2024-06-19,Competitor,2024-05-11,39
CUST_01991,2024-06-26,Product Gap,2024-05-15,42
CUST_01994,2024-06-19,Price,2024-05-06,44
CUST_01998,2024-07-01,Competitor,2024-05-27,35
CUST_02002,2024-06-15,Competitor,2024-04-17,59
CUST_02005,2024-06-26,Product Gap,2024-05-11,46
CUST_02011,2024-06-20,Competitor,2024-06-11,9
CUST_02014,2024-06-19,Price,2024-05-27,23
CUST_02016,2024-06-25,Competitor,2024-06-11,14
CUST_02021,2024-06-04,Competitor,2024-04-22,43
CUST_02026,2024-06-20,Price,2024-06-09,11
CUST_02031,2024-06-17,Business Closure,2024-05-13,35
CUST_02033,2024-06-24,Product Gap,2024-06-10,14
CUST_02035,2024-06-24,Price,2024-05-27,28
CUST_02038,2024-06-07,Competitor,2024-05-20,18
CUST_02039,2024-06-30,Product Gap,2024-06-06,24
CUST_02041,2024-06-29,Price,2024-06-22,7
CUST_02045,2024-06-29,Competitor,2024-06-20,9
CUST_02051,2024-06-13,Support Issues,2024-05-12,32
CUST_02053,2024-06-27,Business Closure,2024-06-05,22
CUST_02059,2024-06-18,Competitor,2024-05-30,19
CUST_02066,2024-06-03,Product Gap,2024-04-21,43
CUST_02071,2024-06-08,Competitor,2024-05-14,25
CUST_02076,2024-06-02,Support Issues,2024-04-22,41
CUST_02084,2024-06-22,Price,2024-06-09,13
CUST_02095,2024-06-18,Competitor,2024-06-06,12
CUST_02104,2024-06-03,Product Gap,2024-04-28,36
CUST_02105,2024-06-02,Support Issues,2024-05-23,10
CUST_02110,2024-06-23,Business Closure,2024-05-04,50
CUST_02111,2024-06-24,Competitor,2024-06-06,18
CUST_02114,2024-06-29,Support Issues,2024-05-05,55
CUST_02117,2024-06-24,Price,2024-06-05,19
CUST_02118,2024-06-09,Support Issues,2024-06-01,8
CUST_02128,2024-06-06,Competitor,2024-05-16,21
CUST_02131,2024-06-06,Price,2024-05-30,7
CUST_02138,2024-06-17,Competitor,2024-06-10,7
CUST_02140,2024-06-29,Business Closure,2024-06-06,23
CUST_02143,2024-06-08,Product Gap,2024-04-30,39
CUST_02154,2024-06-30,Competitor,2024-06-06,24
CUST_02155,2024-06-14,Business Closure,2024-05-25,20
CUST_02158,2024-06-26,Competitor,2024-05-28,29
CUST_02164,2024-06-04,Competitor,2024-04-27,38
CUST_02165,2024-06-03,Competitor,2024-04-15,49
CUST_02166,2024-06-17,Competitor,2024-05-07,41
CUST_02167,2024-06-13,Support Issues,2024-04-23,51
CUST_02168,2024-06-24,Competitor,2024-05-24,31
CUST_02176,2024-07-01,Price,2024-05-31,31
CUST_02183,2024-06-14,Competitor,2024-05-03,42
CUST_02187,2024-06-29,Product Gap,2024-05-19,41
CUST_02188,2024-06-26,Product Gap,2024-05-03,54
CUST_02189,2024-06-02,Product Gap,2024-05-04,29
CUST_02196,2024-06-02,Product Gap,2024-05-24,9
CUST_02207,2024-06-21,Support Issues,2024-06-10,11
CUST_02208,2024-06-07,Product Gap,2024-04-08,60
CUST_02209,2024-06-11,Price,2024-05-13,29
CUST_02214,2024-06-12,Price,2024-05-29,14
CUST_02215,2024-06-17,Competitor,2024-05-27,21
CUST_02224,2024-06-17,Price,2024-06-03,14
CUST_02226,2024-06-18,Product Gap,2024-05-23,26
CUST_02233,2024-06-12,Competitor,2024-05-03,40
